global_id,ObjectName,AdmArea,District,Address,Photo,Email,WebSite,HelpPhone,Longitude,Latitude
613745922,Фитнес-клуб «Селф клуб»,Северо-Восточный административный округ,Бабушкинский район,"Верхоянская улица, дом 9",1b5c4b2f-914e-4d7d-9c62-8e14651de8b6,info@selfclub.ru,selfclub.ru,(495) 780-00-08,37.666956395,55.855917407
613747355,Автономная некоммерческая организация по организации досуга населения «Учебный центр «Образование»,Северо-Восточный административный округ,Алексеевский район,"улица Кибальчича, дом 8",14f7388f-938c-427a-b99d-9d1be62d3645,obraz12015@yandex.ru,alekseevsky.mos.ru,(962) 938-21-60,37.651273454,55.815702591
613748565,Досуговый центр «Голдстар»,Северо-Восточный административный округ,район Отрадное,"улица Декабристов, дом 27",a28bd7ea-88cc-46d7-bbf3-39ada246486c,tancy-otradnoe-ru@yandex.ru,tancy-otradnoe.ru,(967) 133-19-19,37.609179373,55.863262567
613752410,Спортивно-досуговый клуб «Викинг»,Южный административный округ,район Орехово-Борисово Южное,"Гурьевский проезд, дом 23, корпус 3",3f796b1e-03d1-4060-a9e0-e54c54ba0f5e,,викинг-обю.рф,(916) 599-64-26,37.753320854,55.607934682
613755970,Досуговый центр «Частное учреждение дополнительного образования «ТАЛАНТиУМ»,Северо-Восточный административный округ,район Марфино,"Ботаническая улица, дом 17, корпус 2",2b62f0f9-43dd-483d-aa2b-f2db283c0331,info@talantium.club,talantium.club,(916) 581-96-99,37.598752663,55.826789864
613758980,Фитнес-клуб «Марина клаб»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 25А, строение 4",dd76fa10-bc57-4433-aa21-d846b945f74f,public@marina-club.ru,www.marina-club.ru,(495) 363-60-61,37.47838746,55.82762308
613759249,Молодежный центр культуры и спорта «Единение»,Восточный административный округ,район Ивановское,"улица Сталеваров, дом 14, корпус 2",b9c1b627-ea82-4a16-9bc1-17b05704cad2,kokovairina@mail.ru,edinenie-deti.livejournal.com,(495) 307-83-59,37.839113949,55.758420808
613760878,Государственное бюджетное учреждение города Москвы Центр «Сказка»,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 8",88cab4ae-ba7c-4e17-acc4-f091fec39f2d,sdc@mossokol.ru,sdcsokol.ru/,(499) 157-12-38,37.499413009,55.808997161
613761101,Фитнес-клуб «Фитлэнд»,Северо-Восточный административный округ,Лосиноостровский район,"улица Малыгина, дом 3, строение 2",55ecf8b7-55e1-4936-960e-0086506a1bce,info@fitland.su,www.fitland.su,(495) 474-82-94,37.699828067,55.87758015
613771990,Фитнес-клуб «Марина клаб»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 25А, строение 4",f4228879-3ca4-4120-a137-f99c2dd48bb7,public@marina-club.ru,www.marina-club.ru,(495) 363-60-61,37.478009269,55.827126225
613772994,Фитнес-клуб «Фитнес Парк»,Южный административный округ,район Чертаново Центральное,"улица Красного Маяка, дом 22, корпус 5, строение 2",01e59c96-7564-4345-b9d0-0c9a76c434e8,info@fitparkclub.ru,www.fitparkclub.ru/,(495) 777-75-40,37.576546,55.611144
613777724,Центр Боевых Единоборств «Наследие мастеров»,Северный административный округ,район Аэропорт,"2-й Балтийский переулок, дом 3А",e2bd4855-3c01-40c7-86d9-2d67b696fdb2,aleksanderpiters@gmail.com,10лепестков.рф,(916) 272-66-97,37.522051367,55.808271415
613780655,Спортивный комплекс «Луч»,Восточный административный округ,район Перово,"1-я Владимирская улица, дом 10Б",1b5b26f4-e92d-4566-8f76-ec21c6ad5c1f,vostok@mossport.ru,vostok.mossport.ru,(495) 684-84-50,37.771096558,55.758285368
613783497,Фитнес-клуб «Фитнес Парк»,Южный административный округ,район Чертаново Центральное,"улица Красного Маяка, дом 22, корпус 5, строение 2",c5f23e3d-4510-4f93-b5d5-ee32a8f22d0a,info@fitparkclub.ru,www.fitparkclub.ru/,(495) 777-75-40,37.576546,55.611144
613786406,Клуб единоборств «Комбат»,Центральный административный округ,район Арбат,"Новинский бульвар, дом 18Б",ece8548e-8a79-4bab-ae26-b8d357e555dd,combatclub@yandex.ru,www.clubcombat.ru,(925) 517-71-16,37.585375868,55.75481285
613792074,Спортивный комплекс «Радуга»,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, проезд № 474, дом 3, строение 1",c0bfb365-dafd-4dd8-a9ca-ebe44572a0c5,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.189933792,55.974759686
613797450,Спортивный комплекс «Борец»,Западный административный округ,район Солнцево,"улица Богданова, дом 12, корпус 2",5f5b9c83-393b-4485-8571-cf4faf30e78a,zapad@mossport.ru,zapad.mossport.ru,(495) 934-39-20,37.397950713,55.653978916
613803274,Спортивно-досуговый центр «Виктория»,Северо-Восточный административный округ,Ярославский район,"улица Вешних Вод, дом 2",18d8e3b4-cf8c-4882-951f-69b1f6046094,info@sdc-yar.ru,gbukentavr.ru/viktoriya,(499) 183-98-94,37.698699776,55.857537343
613810669,Дворец борьбы им. Ивана Ярыгина,Юго-Восточный административный округ,район Лефортово,"Авиамоторная улица, дом 40",f4e4895b-1a75-412b-b04c-0980e358b7d5,vostok@mossport.ru,vostok.mossport.ru,(495) 673-30-64,37.720066746,55.741861744
613812520,Спортивный комплекс «Чертаново» (мкр-н Северное Чертаново),Южный административный округ,район Чертаново Северное,"микрорайон Северное Чертаново, корпус 806",4b223acb-8945-45a8-b66f-97b414433b5d,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.5943669,55.635600004
613812890,Спортивный клуб «На Можайке»,Западный административный округ,Можайский район,"улица Гришина, дом 8, корпус 3",dd2b1d6d-ce1a-4121-9bf6-e72d637aa650,zapad@mossport.ru,zapad.mossport.ru,(495) 733-22-77,37.421478313,55.721954711
613815449,Спортивный комплекс «Курьяново» (физкультурно-оздоровительный комплекс с бассейном),Юго-Восточный административный округ,район Печатники,"1-й Курьяновский проезд, дом 17, строение 1",91cfdee2-6147-4227-8003-e918a9307b30,vostok@mossport.ru,vostok.mossport.ru,(499) 356-67-51,37.695584387,55.655935719
613819749,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6А",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6А",3a701dbb-73dd-42ed-8da5-350b71267161,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.520839478,55.677882105
613823064,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",3ddbeb71-0ed7-4a79-bced-96580ad92e5f,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613823774,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",2273a8d8-8130-45c2-8631-6db8a1b65b24,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613826314,Спортивный комплекс «Борец»,Западный административный округ,район Солнцево,"улица Богданова, дом 12, корпус 2",2e9bc51a-d00e-4e08-8770-59ada476e804,zapad@mossport.ru,zapad.mossport.ru,(495) 934-39-20,37.398098234,55.654059292
613826933,Спортивный комплекс «На Филях»,Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 6, корпус 1",4a789968-c52c-4fe2-9ab2-ff9b2bac6864,zapad@mossport.ru,zapad.mossport.ru,(495) 733-22-77,37.511047546,55.75257868
613828156,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",ba17a546-f978-4c57-820f-d70ef04874b7,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613830100,Досуговый центр «Тигренок»,Центральный административный округ,Таганский район,"улица Малые Каменщики, дом 14",d4ffff6f-844b-4e74-b45b-37de3ee004cd,ur_tagansky@mos.ru,tagan.mos.ru,(495) 911-26-14,37.654157919,55.736141867
613831995,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",47ffbd5a-e9be-440e-a5a0-ca7dd0ec583f,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613832416,Досуговый центр «Южное Измайлово»,Восточный административный округ,район Ивановское,"улица Чечулина, дом 10",d424f22c-5fc1-4f22-88e7-7f7ef7c5f7e0,ivan@vao.mos.ru,ivanovskoe.mos.ru/,(499) 308-51-01,37.825766095,55.779451754
613834203,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",a9b0ce82-0a58-4d4e-96bd-5c2e8ee521ad,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521676728,55.677461429
613838907,Спортивный комплекс «Москворечье»,Южный административный округ,Даниловский район,"улица Лестева, дом 3, строение 1",2780bd5d-dc5d-4b72-8109-70fa2a051461,yug@mossport.ru,yug.mossport.ru,(499) 613-94-76,37.618502535,55.714085171
613840976,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",c5e39be0-c03b-46bd-85c8-f77b79b5c35e,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613844960,Досуговый центр «Разум»,Южный административный округ,Донской район,"Варшавское шоссе, дом 18, корпус 2",e70cc2ad-c653-46cd-ba5e-e988f6a20318,info@kateda.ru,kateda.ru,(495) 633-95-72,37.620263978,55.691356266
613846918,Молодежный центр боевых искусств,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 39",4554a41f-3a2c-45ba-bd7f-4b7439c6516f,info@cbi.moscow,мцби.рф,(926) 186-16-32,37.671849408,55.646366079
613847372,Спортивный клуб «На Можайке»,Западный административный округ,Можайский район,"улица Гришина, дом 8, корпус 3",b4f5e12d-c6bc-4ca6-a9e2-ed09c2dc09a4,zapad@mossport.ru,zapad.mossport.ru,(495) 733-22-77,37.421478313,55.721879773
613851232,Спортивный комплекс «Чертаново» (мкр-н Северное Чертаново),Южный административный округ,район Чертаново Северное,"микрорайон Северное Чертаново, корпус 806",4a65e3db-5f33-4a73-8dde-91bc7c6328c4,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.595227889,55.635839727
613852685,Спортивный комплекс «Курьяново» (физкультурно-оздоровительный комплекс с бассейном),Юго-Восточный административный округ,район Печатники,"1-й Курьяновский проезд, дом 17, строение 1",b53633f1-b102-4f94-950d-1e100343bd9f,vostok@mossport.ru,vostok.mossport.ru,(499) 356-67-51,37.695992202,55.655602463
613857680,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",30b8ee34-4d51-4ff0-be68-6940d16b4062,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613858140,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",97fbfb3d-f655-4968-91ea-94c4feab2a1d,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613858771,Фитнес-клуб «Столичная штучка»,Северный административный округ,район Коптево,"улица Приорова, дом 22",16e9cf47-bbce-4108-9db3-a30c89690461,fitwomen@yandex.ru,www.myfitwomen.ru/,(499) 409-66-14,37.523326782,55.821085572
613859257,Досуговый центр «Сабурово»,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 51, корпус 4",2d4502f5-3056-4dd3-b8c6-e0b7013a082a,lichnost2022@list.ru,гбуличность.рф,(495) 344-99-91,37.692157931,55.639891143
613860346,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",68a1b366-3a52-4a33-9e8e-c23116442baf,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613862383,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",63fcca52-f452-4f35-9ca0-8df4338002c7,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521285021,55.677459515
613863179,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",f70b67f3-6fb4-44e5-9126-b2f719346c70,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613863699,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",a80eb3fe-fa55-4d6a-ab85-15632753c5be,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613865033,Фитнес-клуб «СолоСпорт»,Северо-Восточный административный округ,район Отрадное,"улица Римского-Корсакова, дом 14",0fe186a0-da4f-4c56-8341-5df1cdaabe47,manager@solosport.ru,www.solosport.ru,(499) 202-35-36,37.604164525,55.873192793
613865351,Дворец борьбы им. Ивана Ярыгина,Юго-Восточный административный округ,район Лефортово,"Авиамоторная улица, дом 40",6a4ac9b1-a22b-4699-ac38-065425987d84,vostok@mossport.ru,vostok.mossport.ru,(495) 673-30-64,37.720520476,55.741770223
613865974,Фитнес-клуб «СолоСпорт»,Северо-Восточный административный округ,район Отрадное,"улица Римского-Корсакова, дом 14",1b5d274d-d5b5-4f2c-830f-9ed90388d4ed,manager@solosport.ru,www.solosport.ru,(499) 202-35-36,37.604325457,55.873227476
613869250,Центр досуга и спорта «Юность»,Северо-Восточный административный округ,район Отрадное,"улица Мусоргского, дом 5, корпус 2",41bc177d-6502-4766-8c61-76e02b03a2f8,info@sdc-yar.ru,gbukentavr.ru,(925) 066-36-93,37.620513413,55.863768974
613870917,"Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Олимпия» на ул. Кравченко, д.6",Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 6",55240314-94eb-4927-9b3c-554ce0587116,sambo70@mossport.ru,sambo70.mossport.ru,(499) 133-32-48,37.521729031,55.677444758
613881173,Стадион «Арена-Сокол»,Центральный административный округ,Басманный район,"Новорязанская улица, дом 29А, строение 1",15e75d23-ba46-46d7-83cb-befa96af0b12,mfa@mossport.ru,mfa.mossport.ru,(499) 264-41-74,37.668980905,55.772135692
613884792,Досуговый центр «Сабурово»,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 51, корпус 4",e2b6481b-49a4-499d-95ca-374db01cc3eb,lichnost2022@list.ru,гбуличность.рф,(495) 344-99-91,37.69239933,55.639897212
613891985,Спортивный комплекс «Марьина Роща»,Северо-Восточный административный округ,район Марьина Роща,"3-я улица Марьиной Рощи, дом 8",6ad2d515-77fd-4206-ad47-1b29e6b862bf,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.622548209,55.796926971
613895180,Военно-патриотический клуб «Спецназ 21 века»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 180",1acb6d89-3736-4ba9-a2af-094f6961b3f4,lamsh@mail.ru,www.specnaz21.ru/index.php/spetsnaz-21,(903) 137-44-63,37.646494143,55.823677041
613897160,Физкультурно-досуговый центр «Бригантина»,Северный административный округ,район Коптево,"улица Зои и Александра Космодемьянских, дом 35/1",cc741222-274b-4c3c-91b5-8cb509d1164d,sao-koptevo@mos.ru,koptevo.mos.ru,(495) 459-35-89,37.525794791,55.825179657
613903163,Фитнес-клуб «Ворлд Класс Триумф»,Северный административный округ,Хорошёвский район,"Чапаевский переулок, дом 3",668a23db-fa70-475d-ac8c-c69804575c09,wclass@wclass.ru,special.worldclass.ru,(495) 135-11-49,37.521131818,55.798434353
613909893,Фитнес-клуб «Ворлд Класс Триумф»,Северный административный округ,Хорошёвский район,"Чапаевский переулок, дом 3",8ceee709-2ca9-4a62-9cd2-b7837d597a8f,wclass@wclass.ru,special.worldclass.ru,(495) 135-11-49,37.520595376,55.798325568
613910859,Школа боевых искусств «Нагатино-Садовники»,Южный административный округ,район Нагатино-Садовники,"Нагатинская улица, дом 15, корпус 3, строение 2",40490a1e-db7e-4bc0-b098-887173c1c153,skazka.tkd@gmail.com,taekwon-do.ru,(499) 611-70-80,37.643426671,55.680671838
613911124,Фитнес-клуб «Кенга»,Северный административный округ,район Ховрино,"Фестивальная улица, дом 22, строение 6А",2f4a9206-9c11-4bba-8d86-375df3e48ecc,kenga-sport@yandex.ru,www.kenga-sport.ru,(495) 478-28-88,37.501206409,55.858149328
613912665,Физкультурно-досуговый центр «Бригантина»,Северный административный округ,район Коптево,"улица Зои и Александра Космодемьянских, дом 35/1",e8c0ce33-5bf1-421a-8684-8408a6597203,sao-koptevo@mos.ru,koptevo.mos.ru,(495) 459-35-89,37.525405871,55.825083026
613916141,Фитнес-клуб «Кенга»,Северный административный округ,район Ховрино,"Фестивальная улица, дом 22, строение 6А",c650958c-fd25-4889-bd03-960661bfcef9,kenga-sport@yandex.ru,www.kenga-sport.ru,(495) 478-28-88,37.501184439,55.8581439
613934025,Спортивный комплекс «Вороново»,Троицкий административный округ,поселение Вороновское,"поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 40, строение 1",fe854e8c-009e-47a5-99b3-960bd15481f3,skvoronovo@mail.ru,skvoronovo.ru/,(495) 592-47-76,37.181664245,55.312519454
625830011,Государственное бюджетное учреждение Детский молодежный центр «Синяя птица»,Восточный административный округ,район Метрогородок,"Открытое шоссе, дом 23, корпус 1",45283a70-0b4d-45e6-aeee-1c9996d02cb0,sinptica@yandex.ru,дмц-синяяптица.рф,(499) 966-99-16,37.752743536,55.82628337
625830422,Спортивный комплекс «Крылатские Холмы»,Западный административный округ,район Крылатское,"улица Крылатские Холмы, дом 23, корпус 1",de0bb391-e2fb-451f-acc3-0bbfd4bb5b36,zapad@mossport.ru,zapad.mossport.ru,(495) 733-22-77,37.412297716,55.755346026
625830629,Спортивный клуб «Мускул»,Северо-Восточный административный округ,Лосиноостровский район,"Янтарный проезд, дом 21",a26c44ce-89fa-4795-a660-e56575f3ff95,vchurakin@list.ru,roomuskul.vsite.biz,(966) 310-49-16,37.686088238,55.870877817
625831356,Досуговый центр «Личность»,Южный административный округ,район Царицыно,"Севанская улица, дом 21, корпус 3",eb666149-70f6-4f4c-a18d-f211f27f022d,info@cdlichnost.ru,vk.com/club131927030,(495) 325-07-22,37.648931395,55.622993495
625831432,"ЦСД «Атлант» СП «Академический», ул. Вавилова",Юго-Западный административный округ,Академический район,"улица Вавилова, дом 17",ffc37664-e122-4ca7-b654-665f7de354f5,orion-vavilova17@yandex.ru,atlant.mos.ru,(499) 135-45-22,37.580470942,55.701729139
625831569,Фитнес-клуб «Время спорта Оранж»,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 25, корпус 1",f23eacaa-7ce0-49dd-bfa7-7b4d5e448509,info@vsporta.ru,www.vsporta.ru/vremya-sporta-orange,(495) 120-27-20,37.364699459,55.848497598
625832541,Досуговый центр «Юность»,Восточный административный округ,район Северное Измайлово,"13-я Парковая улица, дом 38, корпус 3",02164b04-77a5-4afe-bb2c-c6e5951fdf0d,gbuyunost@yandex.ru,центрюность.москва,(495) 468-55-36,37.813563369,55.807834268
625832900,Фитнес-клуб «Палестра Спорт»,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",f003220e-524d-46f6-b282-4ea5cb4f3c65,info@palestrasport.ru,www.palestrasport.ru,(499) 116-68-45,37.516627032,55.794034074
625833213,Фитнес-клуб «Палестра Спорт»,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",5e5dcafc-23b5-4776-8f3a-515ff8d6bd24,info@palestrasport.ru,www.palestrasport.ru,(499) 116-68-45,37.516986712,55.794100939
625833602,Фитнес-клуб «Палестра Спорт»,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",b5690cfb-e9a9-452a-999a-ad3b4376fe27,info@palestrasport.ru,www.palestrasport.ru,(499) 116-68-45,37.517013534,55.794244867
625833731,Фитнес-клуб «Палестра Спорт»,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",f705f697-350a-44cf-80bc-91c02c598a31,info@palestrasport.ru,www.palestrasport.ru,(499) 116-68-45,37.516769453,55.794209735
625834141,Досуговый центр «Южное Измайлово»,Восточный административный округ,район Ивановское,"шоссе Энтузиастов, дом 98, корпус 6",f7d446bd-8db8-4c6d-a8aa-9155c59500ed,3085180@mail.ru,гбу-цкс.рф,(499) 308-51-01,37.831883256,55.77163478
625835866,Досуговый центр «Стимул»,Центральный административный округ,Таганский район,"Рабочая улица, дом 29В",d61a07f9-cd86-44bf-ac99-f2657bad9570,stimul_club@mail.ru,tagan.mos.ru,(499) 678-74-34,37.686297539,55.743438146
625839687,Спортивный зал Министерства внутренних дел РФ,Северный административный округ,Войковский район,"Выборгская улица, дом 14А, строение 1",6f5ab8aa-7a83-4664-b94a-83dc3788ab69,president@mossambo.ru,сао.мск.мвд.рф,(499) 237-15-71,37.494487,55.833097
625841853,Культурный центр «Интеграция»,Восточный административный округ,район Ивановское,"Саянская улица, дом 6Б",7765dffd-c637-4bbf-9a81-1a072c03528e,integratsia@culture.mos.ru,tverskaya14.ru,(495) 306-47-20,37.827774101,55.767110015
625842358,Муниципальное бюджетное учреждение дополнительного образования городского округа Щербинка в городе Москве Детско-юношеская спортивная школа,Новомосковский административный округ,поселение Щербинка,"город Щербинка, Новостроевская улица, дом 1",dfbfa4bd-615d-43d1-9e04-50e620075f4b,dusshsch@yandex.ru,dusashch.mskobr.ru,(903) 105-04-54,37.559272724,55.505779405
625842460,Муниципальное бюджетное учреждение дополнительного образования городского округа Щербинка в городе Москве Детско-юношеская спортивная школа,Новомосковский административный округ,поселение Щербинка,"город Щербинка, Новостроевская улица, дом 1",2edc61f3-0966-4a12-843f-3b8d8abada09,dusshsch@yandex.ru,dusashch.mskobr.ru,(903) 105-04-54,37.55932905,55.505462769
625843288,Спортивный комплекс образовательного учреждения,Троицкий административный округ,поселение Щаповское,"поселение Щаповское, посёлок Щапово, дом 20",6f5726da-7cda-4f78-a7fa-240df29f6512,2075@edu.mos.ru,sch2075.mskobr.ru,(495) 865-67-23,37.408979653,55.417822483
625843696,Городской спортивно-оздоровительный центр «Гармония»,Троицкий административный округ,поселение Троицк,"город Троицк, Сиреневый бульвар, дом 15",28270ee3-f109-42da-aba8-b7b17b6957ab,irmarsel@yandex.ru,admtroitsk.ru/,(495) 851-24-38,37.295660332,55.471293718
625845238,Досуговый центр «Родина»,Северо-Западный административный округ,район Южное Тушино,"улица Свободы, дом 55",ecd62973-c52c-4406-bf9a-95db838d9929,gbu-cdmsi-krylya@nzao.mos.ru,krylya.mos.ru,(495) 493-91-47,37.451943596,55.849953248
625845314,Досуговый центр «Родина»,Северо-Западный административный округ,район Южное Тушино,"улица Свободы, дом 55",58c05ace-f177-451f-bf38-24052f948d26,gbu-cdmsi-krylya@nzao.mos.ru,krylya.mos.ru,(495) 493-91-47,37.451943596,55.849953248
625845340,Досуговый центр «Родина»,Северо-Западный административный округ,район Южное Тушино,"улица Свободы, дом 55",171c36a0-3282-4678-918e-609819267e3c,gbu-cdmsi-krylya@nzao.mos.ru,krylya.mos.ru,(495) 493-91-47,37.451943596,55.849953248
625845366,Досуговый центр «Родина»,Северо-Западный административный округ,район Южное Тушино,"улица Свободы, дом 55",766a8c05-7bb8-4fd2-80e7-e43e045a9fb8,gbu-cdmsi-krylya@nzao.mos.ru,krylya.mos.ru,(495) 493-91-47,37.451943596,55.849953248
625846796,"Досуговый центр «Центр культуры, досуга и спорта «Истоки» Ташкентская»",Юго-Восточный административный округ,район Выхино-Жулебино,"Ташкентская улица, дом 34, корпус 3",9c9a5f35-1c47-4916-bcd6-4d977e0eeb5e,mu.istoky@mail.ru,,(495) 377-62-10,37.802164612,55.696156605
625847969,"Досуговый центр «Центр культуры, досуга и спорта «Истоки» Хлобыстова»",Юго-Восточный административный округ,район Выхино-Жулебино,"улица Хлобыстова, дом 16, корпус 2",a3c09c17-2504-4b6b-a199-ebd145c6298e,mu.istoky@mail.ru,vk.com/ckds_istoki,(495) 377-62-10,37.807929639,55.717393279
625848514,Спортивный комплекс среднего профессионального образовательного учреждения,Северный административный округ,Савёловский район,"Вятская улица, дом 78, строение 3",0c2a8fdb-fb66-4c8f-99bd-6df74e32a8de,spo-9@edu.mos.ru,kat-9.mskobr.ru,(499) 760-89-42,37.581547855,55.803853539
625863372,Спортивный комплекс образовательного учреждения,Новомосковский административный округ,поселение Московский,"город Московский, 3-й микрорайон, дом 6А",17e0cb43-43b6-4cdf-a372-8d23c4329ca5,2065@edu.mos.ru,sch2065tn.mskobr.ru,(495) 410-38-95,37.346415762,55.594518012
625864638,Спортивный комплекс образовательного учреждения,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1556",5da8486e-6bc4-4663-ba62-7b92992e2c3d,1194@edu.mos.ru,sch1194zg.mskobr.ru,(499) 717-27-47,37.15364346,55.98003444
625864657,Спортивный комплекс образовательного учреждения,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1556",bd4808f8-25eb-4e15-a82c-dbcf52d6818b,1194@edu.mos.ru,sch1194zg.mskobr.ru,(499) 717-27-47,37.153970689,55.980036245
625997093,Спортивный комплекс образовательного учреждения,Северный административный округ,Головинский район,"Фестивальная улица, дом 42",d6820a71-e953-48a4-81fe-2905a0970b26,1159@edu.mos.ru,sch1159s.mskobr.ru,(495) 453-91-03,37.510437117,55.86212319
626196975,Центр спорта и досуга «Атлант» СП «Зюзино»на б-ре Симферопольском,Юго-Западный административный округ,район Зюзино,"Симферопольский бульвар, дом 18, корпус 2",850e502d-cf37-4d68-873b-e30a42b582a3,olga-zel@mail.ru,atlant.mos.ru,(499) 789-44-91,37.604185595,55.650308662
626198144,Спортивный комплекс образовательного учреждения,Северный административный округ,Головинский район,"Флотская улица, дом 60",b1a669d1-ee68-43c7-8f9a-89cec5161d23,1583@edu.mos.ru,gym1583s-new.mskobr.ru,(495) 453-44-25,37.507856907,55.853555527
626198428,Спортивный комплекс образовательного учреждения,Северный административный округ,Головинский район,"Флотская улица, дом 60",e07d0757-7c80-4788-a905-53cf5168060c,1583@edu.mos.ru,gym1583s-new.mskobr.ru,(495) 453-44-25,37.507975622,55.853842446
626203776,Спортивный комплекс дошкольного образовательного учреждения,Восточный административный округ,район Перово,"2-я Владимирская улица, дом 24",b599b53f-8992-40cc-948e-650e9629499b,1852@edu.mos.ru,sch1852.mskobr.ru,(495) 306-27-37,37.780977034,55.755063316
626222507,Спортивный комплекс среднего профессионального образовательного учреждения,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 46, строение 3",9b1dd4e1-7088-4b6d-961b-8032a1ad1ea9,spo-4@edu.mos.ru,kmb-4.mskobr.ru,(499) 235-17-87,37.62727542,55.736676424
